,city,State,State Full
49818,gepp,AR,Arkansas
49820,guion,AR,Arkansas
49823,heber springs,AR,Arkansas
49829,magness,AR,Arkansas
49830,mammoth spring,AR,Arkansas
49832,marcella,AR,Arkansas
49841,oil trough,AR,Arkansas
49849,rosie,AR,Arkansas
49850,saffell,AR,Arkansas
49851,sage,AR,Arkansas
49852,salado,AR,Arkansas
49856,sturkie,AR,Arkansas
49857,sulphur rock,AR,Arkansas
49858,tumbling shoals,AR,Arkansas
49861,violet hill,AR,Arkansas
49863,wideman,AR,Arkansas
49865,wiseman,AR,Arkansas
49871,bergman,AR,Arkansas
49877,big flat,AR,Arkansas
49879,bull shoals,AR,Arkansas
49880,clarkridge,AR,Arkansas
49882,cotter,AR,Arkansas
49883,deer,AR,Arkansas
49887,dennard,AR,Arkansas
49888,diamond city,AR,Arkansas
49889,eureka springs,AR,Arkansas
49897,flippin,AR,Arkansas
49899,gassville,AR,Arkansas
49904,green forest,AR,Arkansas
49906,harriet,AR,Arkansas
49908,hasty,AR,Arkansas
49915,lead hill,AR,Arkansas
49922,marble falls,AR,Arkansas
49934,mount judea,AR,Arkansas
49936,timbo,AR,Arkansas
49937,norfork,AR,Arkansas
49943,onia,AR,Arkansas
49945,parthenon,AR,Arkansas
49946,peel,AR,Arkansas
49947,pindall,AR,Arkansas
49949,pyatt,AR,Arkansas
49953,tilly,AR,Arkansas
49958,vendor,AR,Arkansas
49959,western grove,AR,Arkansas
49962,witts springs,AR,Arkansas
49963,yellville,AR,Arkansas
49968,bella vista,AR,Arkansas
49971,canehill,AR,Arkansas
49972,cave springs,AR,Arkansas
49973,centerton,AR,Arkansas
49977,elm springs,AR,Arkansas
49982,gateway,AR,Arkansas
49986,gravette,AR,Arkansas
49988,hindsville,AR,Arkansas
49989,hiwasse,AR,Arkansas
49997,pea ridge,AR,Arkansas
49998,pettigrew,AR,Arkansas
49999,prairie grove,AR,Arkansas
50003,siloam springs,AR,Arkansas
50011,summers,AR,Arkansas
50012,tontitown,AR,Arkansas
50014,west fork,AR,Arkansas
50015,witter,AR,Arkansas
50017,alix,AR,Arkansas
50018,altus,AR,Arkansas
50031,coal hill,AR,Arkansas
50033,dardanelle,AR,Arkansas
50036,gravelly,AR,Arkansas
50037,hagarville,AR,Arkansas
50038,hartman,AR,Arkansas
50047,new blaine,AR,Arkansas
50048,oark,AR,Arkansas
50049,ola,AR,Arkansas
50050,ozone,AR,Arkansas
50052,pelsor,AR,Arkansas
50055,rover,AR,Arkansas
50057,subiaco,AR,Arkansas
50063,barling,AR,Arkansas
50073,hackett,AR,Arkansas
50076,lavaca,AR,Arkansas
50078,magazine,AR,Arkansas
50082,mountainburg,AR,Arkansas
50084,natural dam,AR,Arkansas
50087,ratcliff,AR,Arkansas
50088,rudy,AR,Arkansas
50095,alex,OK,Oklahoma
50097,amber,OK,Oklahoma
50098,anadarko,OK,Oklahoma
50100,apache,OK,Oklahoma
50104,binger,OK,Oklahoma
50110,cashion,OK,Oklahoma
50111,cement,OK,Oklahoma
50112,chickasha,OK,Oklahoma
50118,concho,OK,Oklahoma
50119,corn,OK,Oklahoma
50120,coyle,OK,Oklahoma
50123,cyril,OK,Oklahoma
50125,dibble,OK,Oklahoma
50127,eakly,OK,Oklahoma
50128,el reno,OK,Oklahoma
50129,fort cobb,OK,Oklahoma
50130,geary,OK,Oklahoma
50131,gotebo,OK,Oklahoma
50132,gracemont,OK,Oklahoma
50135,harrah,OK,Oklahoma
50138,hydro,OK,Oklahoma
50146,lookeba,OK,Oklahoma
50154,minco,OK,Oklahoma
50157,mulhall,OK,Oklahoma
50158,mustang,OK,Oklahoma
50160,nicoma park,OK,Oklahoma
50161,ninnekah,OK,Oklahoma
50166,pauls valley,OK,Oklahoma
50171,rush springs,OK,Oklahoma
50177,verden,OK,Oklahoma
50181,weatherford,OK,Oklahoma
50184,okc,OK,Oklahoma
50185,oklahoma city,OK,Oklahoma
50197,t a f b,OK,Oklahoma
50212,countyline,OK,Oklahoma
50213,burneyville,OK,Oklahoma
50215,elmore city,OK,Oklahoma
50219,gene autry,OK,Oklahoma
50221,healdton,OK,Oklahoma
50225,loco,OK,Oklahoma
50226,lone grove,OK,Oklahoma
50228,madill,OK,Oklahoma
50236,ravia,OK,Oklahoma
50239,springer,OK,Oklahoma
50240,thackerville,OK,Oklahoma
50242,wapanucka,OK,Oklahoma
50245,ratliff city,OK,Oklahoma
50246,tatums,OK,Oklahoma
50247,tussy,OK,Oklahoma
50248,velma,OK,Oklahoma
50250,fort sill,OK,Oklahoma
50252,addington,OK,Oklahoma
50254,altus afb,OK,Oklahoma
50257,cache,OK,Oklahoma
50259,comanche,OK,Oklahoma
50261,devol,OK,Oklahoma
50269,faxon,OK,Oklahoma
50272,geronimo,OK,Oklahoma
50274,grandfield,OK,Oklahoma
50276,granite,OK,Oklahoma
50278,headrick,OK,Oklahoma
50281,indiahoma,OK,Oklahoma
50283,mangum,OK,Oklahoma
50287,medicine park,OK,Oklahoma
50288,meers,OK,Oklahoma
50290,mountain park,OK,Oklahoma
50294,randlett,OK,Oklahoma
50301,terral,OK,Oklahoma
50304,vinson,OK,Oklahoma
50305,walters,OK,Oklahoma
50306,waurika,OK,Oklahoma
50309,arapaho,OK,Oklahoma
50310,bessie,OK,Oklahoma
50311,burns flat,OK,Oklahoma
50313,canute,OK,Oklahoma
50315,cheyenne,OK,Oklahoma
50317,cordell,OK,Oklahoma
50321,dill city,OK,Oklahoma
50324,erick,OK,Oklahoma
50325,fay,OK,Oklahoma
50326,foss,OK,Oklahoma
50327,hammon,OK,Oklahoma
50329,leedey,OK,Oklahoma
50330,lone wolf,OK,Oklahoma
50334,reydon,OK,Oklahoma
50335,rocky,OK,Oklahoma
50337,seiling,OK,Oklahoma
50338,sentinel,OK,Oklahoma
50341,taloga,OK,Oklahoma
50342,texola,OK,Oklahoma
50347,aline,OK,Oklahoma
50352,amorita,OK,Oklahoma
50357,carmen,OK,Oklahoma
50358,carrier,OK,Oklahoma
50361,cleo springs,OK,Oklahoma
50363,dacoma,OK,Oklahoma
50371,goltry,OK,Oklahoma
50373,hennessey,OK,Oklahoma
50376,hopeton,OK,Oklahoma
50378,jet,OK,Oklahoma
50379,kingfisher,OK,Oklahoma
50381,lahoma,OK,Oklahoma
50382,longdale,OK,Oklahoma
50384,lucien,OK,Oklahoma
50389,meno,OK,Oklahoma
50390,nash,OK,Oklahoma
50391,okarche,OK,Oklahoma
50392,okeene,OK,Oklahoma
50394,pond creek,OK,Oklahoma
50396,southard,OK,Oklahoma
50397,wakita,OK,Oklahoma
50398,watonga,OK,Oklahoma
50399,waukomis,OK,Oklahoma
50408,fort supply,OK,Oklahoma
50410,gage,OK,Oklahoma
50411,gate,OK,Oklahoma
50413,laverne,OK,Oklahoma
50415,may,OK,Oklahoma
50417,mutual,OK,Oklahoma
50420,shattuck,OK,Oklahoma
50421,vici,OK,Oklahoma
50422,waynoka,OK,Oklahoma
50424,balko,OK,Oklahoma
50427,boise city,OK,Oklahoma
50428,felt,OK,Oklahoma
50429,forgan,OK,Oklahoma
50430,goodwell,OK,Oklahoma
50431,guymon,OK,Oklahoma
50432,hardesty,OK,Oklahoma
50433,hooker,OK,Oklahoma
50436,keyes,OK,Oklahoma
50437,texhoma,OK,Oklahoma
50438,turpin,OK,Oklahoma
50442,avant,OK,Oklahoma
50443,barnsdall,OK,Oklahoma
50447,bartlesville,OK,Oklahoma
50460,broken arrow,OK,Oklahoma
50464,catoosa,OK,Oklahoma
50471,claremore,OK,Oklahoma
50482,copan,OK,Oklahoma
50491,drumright,OK,Oklahoma
50492,foyil,OK,Oklahoma
50494,glenpool,OK,Oklahoma
50495,hallett,OK,Oklahoma
50498,hominy,OK,Oklahoma
50499,inola,OK,Oklahoma
50502,jenks,OK,Oklahoma
50505,kellyville,OK,Oklahoma
50506,kiefer,OK,Oklahoma
50508,lenapah,OK,Oklahoma
50510,mannford,OK,Oklahoma
50514,maramec,OK,Oklahoma
50515,milfay,OK,Oklahoma
50517,nowata,OK,Oklahoma
50521,ochelata,OK,Oklahoma
50522,oilton,OK,Oklahoma
50523,oologah,OK,Oklahoma
50525,owasso,OK,Oklahoma
50527,pawhuska,OK,Oklahoma
50537,prue,OK,Oklahoma
50543,ss,OK,Oklahoma
50544,sapulpa,OK,Oklahoma
50547,shamrock,OK,Oklahoma
50548,skiatook,OK,Oklahoma
50549,slick,OK,Oklahoma
50550,s coffeyville,OK,Oklahoma
50553,stw,OK,Oklahoma
50558,stroud,OK,Oklahoma
50560,talala,OK,Oklahoma
50561,terlton,OK,Oklahoma
50562,vera,OK,Oklahoma
50563,wann,OK,Oklahoma
50565,wynona,OK,Oklahoma
50567,tulsa,OK,Oklahoma
50576,vinita,OK,Oklahoma
50587,big cabin,OK,Oklahoma
50588,bluejacket,OK,Oklahoma
50589,cardin,OK,Oklahoma
50590,chouteau,OK,Oklahoma
50596,disney,OK,Oklahoma
50597,eucha,OK,Oklahoma
50599,grove,OK,Oklahoma
50603,ketchum,OK,Oklahoma
50610,north miami,OK,Oklahoma
50612,picher,OK,Oklahoma
50617,quapaw,OK,Oklahoma
50621,spavinaw,OK,Oklahoma
50623,twin oaks,OK,Oklahoma
50626,muskogee,OK,Oklahoma
50636,beggs,OK,Oklahoma
50639,braggs,OK,Oklahoma
50640,canadian,OK,Oklahoma
50641,checotah,OK,Oklahoma
50645,cookson,OK,Oklahoma
50646,council hill,OK,Oklahoma
50647,coweta,OK,Oklahoma
50655,fort gibson,OK,Oklahoma
50659,henryetta,OK,Oklahoma
50665,hitchita,OK,Oklahoma
50669,moodys,OK,Oklahoma
50671,okay,OK,Oklahoma
50672,okmulgee,OK,Oklahoma
50675,oktaha,OK,Oklahoma
50676,park hill,OK,Oklahoma
50679,peggs,OK,Oklahoma
50682,porum,OK,Oklahoma
50685,redbird,OK,Oklahoma
50686,rentiesville,OK,Oklahoma
50687,schulter,OK,Oklahoma
50688,stidham,OK,Oklahoma
50689,stigler,OK,Oklahoma
50693,tahlequah,OK,Oklahoma
50696,wagoner,OK,Oklahoma
50697,wainwright,OK,Oklahoma
50699,webbers falls,OK,Oklahoma
50700,welling,OK,Oklahoma
50703,mcalester,OK,Oklahoma
50710,antlers,OK,Oklahoma
50713,blanco,OK,Oklahoma
50714,blocker,OK,Oklahoma
50715,bromide,OK,Oklahoma
50719,centrahoma,OK,Oklahoma
50720,clarita,OK,Oklahoma
50722,coalgate,OK,Oklahoma
50730,haileyville,OK,Oklahoma
50731,hartshorne,OK,Oklahoma
50732,kiamichi christian mission,OK,Oklahoma
50735,kinta,OK,Oklahoma
50737,krebs,OK,Oklahoma
50740,moyers,OK,Oklahoma
50741,nashoba,OK,Oklahoma
50745,rattan,OK,Oklahoma
50748,snow,OK,Oklahoma
50749,stringtown,OK,Oklahoma
50752,talihina,OK,Oklahoma
50754,tuskahoma,OK,Oklahoma
50755,wardville,OK,Oklahoma
50759,ponca city,OK,Oklahoma
50763,braman,OK,Oklahoma
50768,kaw city,OK,Oklahoma
50771,marland,OK,Oklahoma
50772,nardin,OK,Oklahoma
50773,newkirk,OK,Oklahoma
50776,red rock,OK,Oklahoma
50777,shidler,OK,Oklahoma
50780,tonkawa,OK,Oklahoma
50783,achille,OK,Oklahoma
50785,battiest,OK,Oklahoma
50789,bokchito,OK,Oklahoma
50793,bb,OK,Oklahoma
50795,caddo,OK,Oklahoma
50799,eagletown,OK,Oklahoma
50800,fort towson,OK,Oklahoma
50807,hendrix,OK,Oklahoma
50810,idabel,OK,Oklahoma
50811,kemp,OK,Oklahoma
50812,kenefic,OK,Oklahoma
50815,platter,OK,Oklahoma
50816,ringold,OK,Oklahoma
50817,rufe,OK,Oklahoma
50819,soper,OK,Oklahoma
50821,swink,OK,Oklahoma
50822,valliant,OK,Oklahoma
50836,boley,OK,Oklahoma
50837,bowlegs,OK,Oklahoma
50838,byars,OK,Oklahoma
50841,castle,OK,Oklahoma
50844,connerville,OK,Oklahoma
50846,dustin,OK,Oklahoma
50847,earlsboro,OK,Oklahoma
50848,fittstown,OK,Oklahoma
50849,fitzhugh,OK,Oklahoma
50850,francis,OK,Oklahoma
50853,holdenville,OK,Oklahoma
50857,konawa,OK,Oklahoma
50859,mcloud,OK,Oklahoma
50862,maud,OK,Oklahoma
50863,meeker,OK,Oklahoma
50865,newalla,OK,Oklahoma
50866,okemah,OK,Oklahoma
50869,paden,OK,Oklahoma
50871,roff,OK,Oklahoma
50874,sasakwa,OK,Oklahoma
50883,wanette,OK,Oklahoma
50885,weleetka,OK,Oklahoma
50891,wetumka,OK,Oklahoma
50892,wewoka,OK,Oklahoma
50895,arkoma,OK,Oklahoma
50896,pocola,OK,Oklahoma
50897,bokoshe,OK,Oklahoma
50898,bunch,OK,Oklahoma
50900,fanshawe,OK,Oklahoma
50902,heavener,OK,Oklahoma
50903,hodgen,OK,Oklahoma
50907,leflore,OK,Oklahoma
50908,lequire,OK,Oklahoma
50909,mccurtain,OK,Oklahoma
50910,marble city,OK,Oklahoma
50911,moffett,OK,Oklahoma
50913,muldrow,OK,Oklahoma
50916,poteau,OK,Oklahoma
50918,sallisaw,OK,Oklahoma
50919,shady point,OK,Oklahoma
50922,spiro,OK,Oklahoma
50925,vian,OK,Oklahoma
50927,watts,OK,Oklahoma
50929,wister,OK,Oklahoma
50939,coppell,TX,Texas
50941,flower mound,TX,Texas
50946,rowlett,TX,Texas
50947,rockwall,TX,Texas
50952,sachse,TX,Texas
50954,grand prairie,TX,Texas
50955,the colony,TX,Texas
50957,gunter,TX,Texas
50958,lake dallas,TX,Texas
50961,little elm,TX,Texas
50965,mckinney,TX,Texas
50969,pottsboro,TX,Texas
50975,prosper,TX,Texas
50976,richardson,TX,Texas
50982,wylie,TX,Texas
50991,corsicana,TX,Texas
50994,desoto,TX,Texas
50999,copeville,TX,Texas
51000,eustace,TX,Texas
51002,forney,TX,Texas
51007,fate,TX,Texas
51009,caddo mills,TX,Texas
51010,grand saline,TX,Texas
51011,hutchins,TX,Texas
51012,kaufman,TX,Texas
51017,mabank,TX,Texas
51020,malakoff,TX,Texas
51022,mesquite,TX,Texas
51035,rosser,TX,Texas
51036,scurry,TX,Texas
51037,seagoville,TX,Texas
51040,trinidad,TX,Texas
51042,waxahachie,TX,Texas
51043,lavon,TX,Texas
51044,wills point,TX,Texas
51047,balch springs,TX,Texas
51050,sunnyvale,TX,Texas
51052,royse city,TX,Texas
51064,dfw,TX,Texas
51074,lsi,TX,Texas
51079,gte,TX,Texas
51080,sbc att,TX,Texas
51087,arthur city,TX,Texas
51088,bagwell,TX,Texas
51091,ben franklin,TX,Texas
51092,blossom,TX,Texas
51093,bogata,TX,Texas
51094,bonham,TX,Texas
51098,celeste,TX,Texas
51100,chicota,TX,Texas
51105,cumby,TX,Texas
51107,deport,TX,Texas
51110,dodd city,TX,Texas
51111,ector,TX,Texas
51113,enloe,TX,Texas
51115,gober,TX,Texas
51119,klondike,TX,Texas
51120,ladonia,TX,Texas
51121,lake creek,TX,Texas
51124,lone oak,TX,Texas
51125,melissa,TX,Texas
51130,merit,TX,Texas
51135,pattonville,TX,Texas
51136,pecan gap,TX,Texas
51137,petty,TX,Texas
51138,pickton,TX,Texas
51139,point,TX,Texas
51142,quinlan,TX,Texas
51146,roxton,TX,Texas
51149,scroggins,TX,Texas
51150,sulphur bluff,TX,Texas
51155,talco,TX,Texas
51156,telephone,TX,Texas
51157,tom bean,TX,Texas
51159,whitewright,TX,Texas
51163,van alstyne,TX,Texas
51164,wolfe city,TX,Texas
51165,yantis,TX,Texas
51171,annona,TX,Texas
51176,avery,TX,Texas
51177,bivins,TX,Texas
51179,bloomburg,TX,Texas
51180,cookville,TX,Texas
51190,hooks,TX,Texas
51196,kildare,TX,Texas
51224,redwater,TX,Texas
51235,avinger,TX,Texas
51237,beckville,TX,Texas
51241,cason,TX,Texas
51243,daingerfield,TX,Texas
51245,de berry,TX,Texas
51252,elysian fields,TX,Texas
51256,gilmer,TX,Texas
51280,gladewater,TX,Texas
51283,harleton,TX,Texas
51296,hughes springs,TX,Texas
51302,joinerville,TX,Texas
51304,judson,TX,Texas
51305,karnack,TX,Texas
51311,laird hill,TX,Texas
51312,laneville,TX,Texas
51316,lone star,TX,Texas
51328,mount enterprise,TX,Texas
51332,ore city,TX,Texas
51358,selman city,TX,Texas
51362,waskom,TX,Texas
51375,arp,TX,Texas
51383,ben wheeler,TX,Texas
51395,bullard,TX,Texas
51401,cuney,TX,Texas
51406,frankston,TX,Texas
51426,larue,TX,Texas
51437,maydelle,TX,Texas
51442,murchison,TX,Texas
51445,neches,TX,Texas
51446,new summerfield,TX,Texas
51448,poynor,TX,Texas
51453,reklaw,TX,Texas
51454,rusk,TX,Texas
51456,sacul,TX,Texas
51457,troup,TX,Texas
51490,donie,TX,Texas
51499,grapeland,TX,Texas
51519,kirvin,TX,Texas
51520,latexo,TX,Texas
51521,leona,TX,Texas
51523,lovelady,TX,Texas
51526,montalba,TX,Texas
51535,streetman,TX,Texas
51538,teague,TX,Texas
51543,tennessee colony,TX,Texas
51555,woodlake,TX,Texas
51560,lufkin,TX,Texas
51565,apple springs,TX,Texas
51568,bon wier,TX,Texas
51569,broaddus,TX,Texas
51572,brookeland,TX,Texas
51578,call,TX,Texas
51595,chireno,TX,Texas
51596,colmesneil,TX,Texas
51598,corrigan,TX,Texas
51606,diboll,TX,Texas
51610,doucette,TX,Texas
51618,hemphill,TX,Texas
51629,joaquin,TX,Texas
51648,nacogdoches,TX,Texas
51650,sfa,TX,Texas
51654,s f a u,TX,Texas
51656,s f a,TX,Texas
51659,pollok,TX,Texas
51662,san augustine,TX,Texas
51682,tenaha,TX,Texas
51688,timpson,TX,Texas
51695,wiergate,TX,Texas
51707,zavalla,TX,Texas
51722,azle,TX,Texas
51727,burleson,TX,Texas
51730,cleburne,TX,Texas
51731,colleyville,TX,Texas
51734,euless,TX,Texas
51736,glen rose,TX,Texas
51737,godley,TX,Texas
51738,granbury,TX,Texas
51744,haslet,TX,Texas
51747,joshua,TX,Texas
51749,kennedale,TX,Texas
51752,maypearl,TX,Texas
51754,millsap,TX,Texas
51762,rainbow,TX,Texas
51763,rhome,TX,Texas
51771,southlake,TX,Texas
51774,rio vista,TX,Texas
51776,fort worth,TX,Texas
51788,haltom city,TX,Texas
51801,naval air station/ jrb,TX,Texas
51804,nas/jrb,TX,Texas
51814,north richland hills,TX,Texas
51853,era,TX,Texas
51854,forestburg,TX,Texas
51864,justin,TX,Texas
51866,krum,TX,Texas
51869,muenster,TX,Texas
51871,nocona,TX,Texas
51872,pilot point,TX,Texas
51873,ponder,TX,Texas
51881,sadler,TX,Texas
51882,saint jo,TX,Texas
51883,sanger,TX,Texas
51885,southmayd,TX,Texas
51890,wichita falls,TX,Texas
51898,sheppard afb,TX,Texas
51899,archer city,TX,Texas
51900,bluegrove,TX,Texas
51901,burkburnett,TX,Texas
51903,electra,TX,Texas
51904,goree,TX,Texas
51909,iowa park,TX,Texas
51910,kamay,TX,Texas
51915,oklaunion,TX,Texas
51923,weinert,TX,Texas
51924,windthorst,TX,Texas
51926,stephenville,TX,Texas
51932,bryson,TX,Texas
51935,chico,TX,Texas
51936,blanket,TX,Texas
51937,bluff dale,TX,Texas
51945,de leon,TX,Texas
51946,desdemona,TX,Texas
51949,eastland,TX,Texas
51950,graford,TX,Texas
51954,gorman,TX,Texas
51955,gustine,TX,Texas
51960,loving,TX,Texas
51961,lingleville,TX,Texas
51962,lipan,TX,Texas
51963,mingus,TX,Texas
51965,morgan mill,TX,Texas
51966,olden,TX,Texas
51967,paluxy,TX,Texas
51971,rising star,TX,Texas
51972,santo,TX,Texas
51975,tolar,TX,Texas
51978,throckmorton,TX,Texas
51979,palo pinto,TX,Texas
51980,peaster,TX,Texas
51981,perrin,TX,Texas
51982,poolville,TX,Texas
51983,whitt,TX,Texas
51997,buckholts,TX,Texas
52012,copperas cove,TX,Texas
52014,davilla,TX,Texas
52015,eddy,TX,Texas
52019,evant,TX,Texas
52021,flat,TX,Texas
52039,heidenheimer,TX,Texas
52043,jarrell,TX,Texas
52050,kempner,TX,Texas
52052,killeen,TX,Texas
52055,fort hood,TX,Texas
52061,harker heights,TX,Texas
52064,lampasas,TX,Texas
52069,little river academy,TX,Texas
52072,milano,TX,Texas
52080,nolanville,TX,Texas
52086,purmela,TX,Texas
52088,rockdale,TX,Texas
52106,schwertner,TX,Texas
52123,thrall,TX,Texas
52130,abbott,TX,Texas
52132,aquilla,TX,Texas
52139,blum,TX,Texas
52141,bremond,TX,Texas
52151,china spring,TX,Texas
52163,cranfills gap,TX,Texas
52168,elm mott,TX,Texas
52171,groesbeck,TX,Texas
52177,laguna park,TX,Texas
52188,iredell,TX,Texas
52190,italy,TX,Texas
52191,kopperl,TX,Texas
52195,kosse,TX,Texas
52200,lorena,TX,Texas
52204,lott,TX,Texas
52213,marlin,TX,Texas
52216,mart,TX,Texas
52221,mertens,TX,Texas
52233,mount calm,TX,Texas
52235,penelope,TX,Texas
52236,prairie hill,TX,Texas
52237,purdon,TX,Texas
52245,riesel,TX,Texas
52249,satin,TX,Texas
52250,tehuacana,TX,Texas
52257,valley mills,TX,Texas
52259,walnut springs,TX,Texas
52265,wortham,TX,Texas
52278,woodway,TX,Texas
52291,art,TX,Texas
52292,ballinger,TX,Texas
52296,bangs,TX,Texas
52297,bend,TX,Texas
52302,brookesmith,TX,Texas
52303,burkett,TX,Texas
52304,castell,TX,Texas
52311,doole,TX,Texas
52313,fort mc kavett,TX,Texas
52316,goldthwaite,TX,Texas
52318,gouldbusk,TX,Texas
52319,hext,TX,Texas
52322,lohn,TX,Texas
52325,lometa,TX,Texas
52328,lowake,TX,Texas
52335,millersview,TX,Texas
52336,mullin,TX,Texas
52340,priddy,TX,Texas
52341,richland springs,TX,Texas
52346,rowena,TX,Texas
52347,san saba,TX,Texas
52350,santa anna,TX,Texas
52353,talpa,TX,Texas
52354,telegraph,TX,Texas
52355,valera,TX,Texas
52356,valley spring,TX,Texas
52357,veribest,TX,Texas
52358,voca,TX,Texas
52359,voss,TX,Texas
52361,zephyr,TX,Texas
52362,san angelo,TX,Texas
52364,goodfellow afb,TX,Texas
52372,bronte,TX,Texas
52373,carlsbad,TX,Texas
52374,christoval,TX,Texas
52378,knickerbocker,TX,Texas
52379,mereta,TX,Texas
52380,mertzon,TX,Texas
52383,robert lee,TX,Texas
52385,silver,TX,Texas
52387,sterling city,TX,Texas
52389,vancourt,TX,Texas
52436,conroe,TX,Texas
52446,north houston,TX,Texas
52453,ace,TX,Texas
52464,coldspring,TX,Texas
52468,dallardsville,TX,Texas
52469,dobbin,TX,Texas
52473,huffman,TX,Texas
52474,hufsmith,TX,Texas
52476,humble,TX,Texas
52484,leggett,TX,Texas
52494,new caney,TX,Texas
52503,pointblank,TX,Texas
52510,romayor,TX,Texas
52513,splendora,TX,Texas
52516,spring,TX,Texas
52518,thicket,TX,Texas
52519,tomball,TX,Texas
52522,votaw,TX,Texas
52542,alief,TX,Texas
52544,altair,TX,Texas
52549,cedar lane,TX,Texas
52550,beasley,TX,Texas
52559,blessing,TX,Texas
52560,boling,TX,Texas
52562,brazoria,TX,Texas
52565,brookshire,TX,Texas
52568,chappell hill,TX,Texas
52569,collegeport,TX,Texas
52570,damon,TX,Texas
52571,danciger,TX,Texas
52572,danevang,TX,Texas
52575,east bernard,TX,Texas
52579,el campo,TX,Texas
52587,elmaton,TX,Texas
52588,fulshear,TX,Texas
52598,hockley,TX,Texas
52600,hungerford,TX,Texas
52601,katy,TX,Texas
52603,kendleton,TX,Texas
52606,lane city,TX,Texas
52608,lissie,TX,Texas
52612,matagorda,TX,Texas
52613,midfield,TX,Texas
52617,nada,TX,Texas
52618,needville,TX,Texas
52621,old ocean,TX,Texas
52623,palacios,TX,Texas
52626,pledger,TX,Texas
52633,rosenberg,TX,Texas
52634,san felipe,TX,Texas
52635,sealy,TX,Texas
52640,simonton,TX,Texas
52644,sugar land,TX,Texas
52645,sweeny,TX,Texas
52648,thompsons,TX,Texas
52649,van vleck,TX,Texas
52651,waller,TX,Texas
52653,wallis,TX,Texas
52670,anahuac,TX,Texas
52672,angleton,TX,Texas
52680,bacliff,TX,Texas
52681,batson,TX,Texas
52682,baytown,TX,Texas
52701,channelview,TX,Texas
52702,clute,TX,Texas
52705,daisetta,TX,Texas
52715,devers,TX,Texas
52725,friendswood,TX,Texas
52726,galena park,TX,Texas
52734,hankamer,TX,Texas
52741,kemah,TX,Texas
52744,lake jackson,TX,Texas
52746,la marque,TX,Texas
52752,league city,TX,Texas
52759,mont belvieu,TX,Texas
52760,pearland,TX,Texas
52763,raywood,TX,Texas
52764,rosharon,TX,Texas
52775,south houston,TX,Texas
52776,texas city,TX,Texas
52778,wallisville,TX,Texas
52781,bridge city,TX,Texas
52782,buna,TX,Texas
52783,china,TX,Texas
52784,deweyville,TX,Texas
52785,evadale,TX,Texas
52786,fred,TX,Texas
52787,gilchrist,TX,Texas
52789,groves,TX,Texas
52791,hamshire,TX,Texas
52792,high island,TX,Texas
52793,hillister,TX,Texas
52794,kountze,TX,Texas
52796,mauriceville,TX,Texas
52797,nederland,TX,Texas
52801,orangefield,TX,Texas
52802,port arthur,TX,Texas
52810,port bolivar,TX,Texas
52813,port neches,TX,Texas
52814,sabine pass,TX,Texas
52815,silsbee,TX,Texas
52819,sour lake,TX,Texas
52821,spurger,TX,Texas
52822,stowell,TX,Texas
52824,vidor,TX,Texas
52828,village mills,TX,Texas
52831,winnie,TX,Texas
52849,bedias,TX,Texas
52851,brenham,TX,Texas
52857,chriesman,TX,Texas
52863,deanville,TX,Texas
52864,dime box,TX,Texas
52865,flynn,TX,Texas
52868,gause,TX,Texas
52869,hearne,TX,Texas
52872,kurten,TX,Texas
52876,marquez,TX,Texas
52878,millican,TX,Texas
52880,navasota,TX,Texas
52883,normangee,TX,Texas
52885,north zulch,TX,Texas
52887,roans prairie,TX,Texas
52889,shiro,TX,Texas
52890,snook,TX,Texas
52894,wheelock,TX,Texas
52901,austwell,TX,Texas
52903,cuero,TX,Texas
52914,fannin,TX,Texas
52915,francitas,TX,Texas
52916,ganado,TX,Texas
52917,goliad,TX,Texas
52923,hallettsville,TX,Texas
52933,hochheim,TX,Texas
52936,la ward,TX,Texas
52937,lolita,TX,Texas
52938,mcfaddin,TX,Texas
52940,meyersville,TX,Texas
52945,nursery,TX,Texas
52946,placedo,TX,Texas
52947,point comfort,TX,Texas
52948,port lavaca,TX,Texas
52958,port o connor,TX,Texas
52960,seadrift,TX,Texas
52961,shiner,TX,Texas
52966,sublime,TX,Texas
52968,telferner,TX,Texas
52972,weesatche,TX,Texas
52973,westhoff,TX,Texas
52974,yoakum,TX,Texas
52980,artesia wells,TX,Texas
52981,atascosa,TX,Texas
52982,bandera,TX,Texas
52983,bergheim,TX,Texas
52984,bigfoot,TX,Texas
52985,boerne,TX,Texas
52988,calliham,TX,Texas
52991,castroville,TX,Texas
52997,cotulla,TX,Texas
52999,devine,TX,Texas
53000,dilley,TX,Texas
